TxnID,token,TransactionType,amount,SenderID,PrevBalanceSender,CurrentBalanceSender,ReceiverID,PrevBalanceReceiver,CurrentBalanceReceiver,time,Sender Location,Receiver Location,IsSuspicious,
48707596238,155,Cash Withdrawal,6373.09,UR18661183186,10671,4297.91,UR32065218874,3805217.32,3811590.41,23-05-2019 11:22,Weed - California,Troutman - North Carolina,0,2
16883533182,227,Money Order,74752.55,UR35603774493,0,0,UR32977075541,404207.4,478959.95,26-05-2019 11:13,Seattle - Washington,South Walpole - Massachusetts,0,38
48974995320,16,Card,4061,UR12786832285,0,0,UR20503774077,0,0,17-05-2019 16:50,Alsen - North Dakota,Mitchell - Indiana,0,47
29172376246,140,Card,1330.89,UR25661957062,23353,22022.11,UR31258416158,0,0,22-05-2019 20:07,Detroit - Alabama,Paintsville - Kentucky,0,55
65916399142,429,Cash Deposit,362131.01,UR31387417402,4897165.91,5259296.92,UR25932955710,448028.16,85897.15,03-06-2019 21:37,Quincy - Washington,Bremen - Ohio,0,14
64001885090,105,Cash Withdrawal,2988103.3,UR33396262544,2988103.3,0,UR32731265827,1402954.55,4391057.85,21-05-2019 09:33,Danville - Pennsylvania,Lumberton - Mississippi,1,89
28523370175,44,Card,15026.35,UR13512651227,5523,0,UR14520373054,0,0,18-05-2019 20:23,Alton - New Hampshire,Uniondale - Indiana,0,87
61733660483,307,Cash Withdrawal,50289.79,UR37793222487,595452.89,545163.11,UR31681142072,0,50289.79,29-05-2019 19:07,East Springfield - New York,Miami - Florida,0,31
65343871343,304,Cash Withdrawal,338952.37,UR42520796399,0,0,UR27998805636,1759932.82,2098885.19,29-05-2019 16:28,Miami Beach - Florida,Bloomsburg - Pennsylvania,0,13
15853703929,374,Cash Withdrawal,243747.83,UR18557193657,243747.83,0,UR36291985056,972569.6,1216317.42,01-06-2019 14:15,Danville - Pennsylvania,Lumberton - Mississippi,1,20
4973398804,661,Money Order,6695070.79,UR26240369426,6695070.79,0,UR41772876061,0,0,13-06-2019 13:56,Danville - Pennsylvania,Lumberton - Mississippi,1,10
25424253492,130,Card,21654.1,UR25971996497,0,0,UR18801609718,0,0,22-05-2019 10:55,Ashford - Washington,Hustisford - Wisconsin,0,10
42637653996,612,Cash Deposit,49588.85,UR34274836565,2584743.6,2634332.45,UR42914183662,260843.19,211254.34,11-06-2019 12:09,Agana Heights - Guam,Barrington - Illinois,0,49
14049121234,596,Cash Deposit,27743.3,UR32514316072,51850,79593.3,UR30567410375,0,0,10-06-2019 20:23,Rochelle - Texas,Beverly - Washington,0,67
10554452939,357,Cash Deposit,202304.37,UR33824154200,7195658.28,7397962.65,UR40146974908,790321.45,588017.08,31-05-2019 21:29,Good Hart - Michigan,Letts - Iowa,0,21
48253155355,68,Money Order,2026529.56,UR27397650120,2026529.56,0,UR30172326293,0,0,19-05-2019 20:12,Danville - Pennsylvania,NA,1,97
37628003784,250,Money Order,45350.22,UR34504683842,0,0,UR21719348616,1590681.85,1636032.07,27-05-2019 10:25,Trenton - New Jersey,Findley Lake - New York,0,78
46267399562,253,Cash Withdrawal,185918.65,UR42631420989,314104,128185.35,UR21591275797,0,185918.65,27-05-2019 13:18,Columbus - Ohio,Blackduck - Minnesota,0,48
56282490948,377,Cash Withdrawal,403810.79,UR23243758046,0,0,UR19405282504,3449572.62,3853383.41,01-06-2019 17:22,Bayamon - Puerto Rico,Florence - Missouri,0,2
10974343367,358,Cash Withdrawal,347169.15,UR38785604163,81603.22,0,UR17347467114,NA,4295148.07,31-05-2019 22:20,West Chesterfield - Massachusetts,Aguadilla - Puerto Rico,0,18
65318138085,90,Cash Withdrawal,266746.42,UR30980338386,266746.42,0,UR34055163368,4433931.77,4700678.19,20-05-2019 18:55,Danville - Pennsylvania,Lumberton - Mississippi,1,25
16701454439,354,Card,6168.29,UR24176003378,0,0,UR23728199356,0,0,31-05-2019 18:19,Plaza - North Dakota,Mount Vernon - Iowa,0,44
8778745467,709,Cash Withdrawal,224498.31,UR34279725196,20953,0,UR38403600959,0,224498.31,15-06-2019 13:57,NA,Union Springs - New York,0,21
70128132741,188,Card,17288.42,UR39386499105,71980,54691.58,UR36101209850,0,0,24-05-2019 20:05,Anacortes - Washington,Rochester - New York,0,48
52678746800,18,Cash Deposit,11184.82,UR26990310398,105783,116967.82,UR33266150587,0,0,17-05-2019 18:30,Patuxent River - Maryland,Creighton - Pennsylvania,0,10
8715212428,305,Cash Withdrawal,85869.74,UR12996797569,0,0,UR13399927257,191169.36,277039.1,29-05-2019 17:53,Reagan - Texas,Evansville - Indiana,0,16
23970773241,715,Cash Withdrawal,210441.28,UR39849120275,79789,0,UR19996604430,1629509.6,1839950.88,15-06-2019 19:16,Harbor Springs - Michigan,Riverside - New Jersey,0,51
32344582041,329,Card,8353.45,UR16906559893,0,0,UR35570542440,0,0,30-05-2019 17:06,Grambling - Louisiana,Ahwahnee - California,0,53
66301465876,323,Card,52610.5,UR22523031022,5031,0,UR17062780751,0,0,30-05-2019 11:52,East Brookfield - Massachusetts,Waldron - Arkansas,0,18
20823780142,278,Cash Withdrawal,456711.05,UR41171040817,0,0,UR29326424341,844375.63,1301086.68,28-05-2019 14:06,Hamilton - Ohio,Stella - North Carolina,0,2
64965808125,215,Money Order,202470.15,UR25719743914,0,0,UR41258990082,982033.58,1184503.73,25-05-2019 23:17,NA,Rome - Pennsylvania,0,73
53558309010,354,Cash Deposit,101457.52,UR23579401116,41609,143066.52,UR20972765976,1029855.44,928397.92,31-05-2019 18:46,Egg Harbor City - New Jersey,Anaktuvuk Pass - Alaska,0,45
57102170648,472,Money Order,653983.93,UR41913514916,653983.93,0,UR28261397190,NA,0,05-06-2019 16:47,Danville - Pennsylvania,Lumberton - Mississippi,1,88
2097972085,235,Cash Withdrawal,170522.46,UR38120372847,226573.07,56050.61,UR12405686747,2102251.11,2272773.57,26-05-2019 19:38,Reevesville - South Carolina,Louisville - Kentucky,0,40
46154896135,297,Money Order,2131624.18,UR25021770515,2131624.18,0,UR18186649828,0,0,29-05-2019 09:49,Danville - Pennsylvania,Lumberton - Mississippi,1,30
1323920448,96,Cash Deposit,217494.66,UR26171338254,8899002.13,9116496.79,UR27778609021,568174.79,350680.13,21-05-2019 00:05,Inver Grove Heights - Minnesota,Oglesby - Texas,0,72
11175877654,375,Cash Deposit,320586.1,UR36630587042,7755562.89,8076148.98,UR40018578199,NA,2639024.73,01-06-2019 15:43,Marion Junction - Alabama,Bradgate - Iowa,0,91
28684973395,726,Money Order,3547010.54,UR21149151308,3547010.54,0,UR16546793285,0,0,16-06-2019 06:55,Danville - Pennsylvania,Lumberton - Mississippi,1,100
56833290454,310,Money Order,350320.68,UR37508199302,99759,0,UR22688656801,0,350320.68,29-05-2019 22:58,Decatur - Nebraska,Cincinnati - Ohio,0,59
24814295333,156,Cash Withdrawal,245785.03,UR35323215090,2003,0,UR33978932273,0,245785.03,23-05-2019 12:02,Westport - Pennsylvania,Chatsworth - Iowa,0,14
39458913904,36,Cash Withdrawal,76190.84,UR31151716315,23190,0,UR21618255500,172636.85,422207.62,18-05-2019 12:12,Micaville - North Carolina,Eyota - Minnesota,0,86
6611823728,329,Card,8523.46,UR40708875821,8899.45,375.99,UR34033831636,0,0,30-05-2019 17:16,East China - Michigan,Otego - New York,0,32
46862754825,163,Card,16476.51,UR38898323764,0,0,UR23449049229,0,0,23-05-2019 19:11,Hamburg - Pennsylvania,Corvallis - Oregon,0,18
41380808428,132,Cash Withdrawal,147856.34,UR30152327982,0,0,UR29275761151,930465.46,1078321.8,22-05-2019 12:55,Humacao - Puerto Rico,Burnet - Texas,0,70
478355506,380,Cash Withdrawal,132640.44,UR27283083350,0,0,UR38666919326,NA,6154381.3,01-06-2019 20:52,Port Trevorton - Pennsylvania,Glendale - California,0,25
56068764823,183,Cash Withdrawal,164890.45,UR20517446910,138348,0,UR35242055454,41630.25,206520.69,24-05-2019 15:14,Thorp - Wisconsin,Irasburg - Vermont,0,23
63766871429,237,Card,3851.52,UR33835221777,571361,567509.48,UR37050923619,0,0,26-05-2019 21:01,East Islip - New York,Grassy Creek - North Carolina,0,18
32198663210,354,Cash Withdrawal,111123.75,UR28206276294,26475,0,UR22193537190,1657514.36,1768638.11,31-05-2019 18:28,Richland - New York,Briceville - Tennessee,0,82
17737060443,545,Cash Withdrawal,299513.29,UR38273708920,25589,0,UR23112565379,2590529.98,2890043.28,08-06-2019 17:58,Kinsman - Ohio,Hormigueros - Puerto Rico,0,79
22378616110,286,Cash Withdrawal,2674794.22,UR35558181976,2674794.22,0,UR21287303369,1380829.87,4055624.09,28-05-2019 22:24,Danville - Pennsylvania,NA,1,90
48280701525,202,Cash Withdrawal,164902.21,UR13522222621,0,0,UR30526096119,1114500.91,1279403.11,25-05-2019 10:07,Hensonville - New York,Pawnee Rock - Kansas,0,34
52104055064,406,Card,21098.08,UR27703343228,3341,0,UR12387799863,0,0,02-06-2019 22:19,NA,Londonderry - Vermont,0,95
29040552640,20,Card,16301.43,UR22665937552,11637,0,UR18759406589,0,0,17-05-2019 20:01,Secor - Illinois,Roseboom - New York,0,4
70958562308,249,Cash Withdrawal,255431.06,UR27661556110,144,0,UR31528733303,156127.06,411558.12,27-05-2019 09:26,Weehawken - New Jersey,Greensburg - Indiana,0,29
14333677750,334,Card,5419.57,UR27380173826,79299,73879.43,UR12254275300,0,0,30-05-2019 22:26,Brant Rock - Massachusetts,Cicero - Illinois,0,17
62131269392,27,Money Order,1218165.88,UR41854985365,1218165.88,0,UR32871725470,0,0,18-05-2019 03:15,Danville - Pennsylvania,Lumberton - Mississippi,1,29
65454408865,20,Card,11764.27,UR25486692648,304826,293061.73,UR27434136701,0,0,17-05-2019 20:05,Flowood - Mississippi,NA,0,38
1454058591,170,Money Order,871893.15,UR28666943408,871893.15,0,UR22904296242,0,0,24-05-2019 02:20,Danville - Pennsylvania,Lumberton - Mississippi,1,97
61956653707,308,Card,14101.8,UR32756930608,57076.09,42974.29,UR32831315679,0,0,29-05-2019 20:42,Pompano Beach - Florida,Mark - Illinois,0,98
42462052890,351,Money Order,755340.4,UR21622190600,0,0,UR36529149553,1105974.67,1861315.07,31-05-2019 15:20,Knox - New York,Carolina - Puerto Rico,0,13
51769533669,236,Card,17363.29,UR40320295933,329775.26,312411.97,UR41661492057,0,0,26-05-2019 20:16,Honey Brook - Pennsylvania,Midway - Florida,0,92
41803059393,333,Cash Withdrawal,638534.74,UR41447108766,7414.59,0,UR40299190804,6787605.82,7426140.55,30-05-2019 21:35,Humeston - Iowa,Aylett - Virginia,0,65
4426402085,19,Cash Withdrawal,288939.08,UR26531053513,0,0,UR30816841156,328581.4,617520.48,17-05-2019 19:34,Monticello - Kentucky,Jonestown - Pennsylvania,0,95
3296085677,331,Card,3181.15,UR25871465571,29758,26576.85,UR28692640924,0,0,30-05-2019 19:25,Swainsboro - Georgia,Proctorville - Ohio,0,13
51092407580,95,Card,579.72,UR26429611878,36097.04,35517.33,UR25594369814,0,0,20-05-2019 23:05,Radford - Virginia,Goshen - New Jersey,0,31
27718164503,235,Cash Withdrawal,47076.79,UR23938293775,10108,0,UR27796793445,NA,228313.56,26-05-2019 19:55,Berkshire - New York,Berrien Center - Michigan,0,32
30744936787,405,Cash Withdrawal,252436.45,UR25713932299,1533,0,UR15667070010,0,252436.45,02-06-2019 21:17,Oxford - New Jersey,Hubbard Lake - Michigan,0,6
27580897063,46,Card,5375.97,UR27309640471,78109,72733.03,UR27286034022,0,0,18-05-2019 22:38,Ivel - Kentucky,Fort Duchesne - Utah,0,72
27996373094,355,Cash Deposit,136469.91,UR27963162815,14675,151144.91,UR29689595370,150813.92,14344.02,31-05-2019 19:02,Shorewood - Illinois,Amsterdam - New York,0,37
53158021159,260,Money Order,256995.44,UR14994103477,0,0,UR17897643297,2599735.64,2856731.08,27-05-2019 20:40,El Paso - Texas,Fairless Hills - Pennsylvania,0,66
22408636668,39,Money Order,283466.68,UR37692914992,31367,0,UR34516625067,126693.49,629443.87,18-05-2019 15:01,Brookport - Illinois,Granville - Pennsylvania,0,45
69599499546,209,Cash Deposit,160961.4,UR38653329866,887188.47,1048149.87,UR15267502091,375612.26,214650.86,25-05-2019 17:15,Honaker - Virginia,Bruner - Missouri,0,18
8455032919,162,Cash Withdrawal,68353.33,UR30271789907,0,0,UR12156727436,3982896.8,4051250.13,23-05-2019 18:37,Embarrass - Minnesota,Vega Alta - Puerto Rico,0,100
64967481363,19,Cash Deposit,75326.72,UR41050790965,11108556.17,11183882.9,UR20391105223,217028.09,0,17-05-2019 19:11,Stow - Ohio,Newton - Kansas,0,51
11801460326,356,Cash Withdrawal,257999.14,UR19967114871,0,0,UR34312714578,460516.14,718515.28,31-05-2019 20:07,San Diego - California,Dallas - Wisconsin,0,23
5004651233,13,Cash Withdrawal,290490.33,UR16038471403,1084,0,UR21105599637,110780,401270.33,17-05-2019 13:45,Chokio - Minnesota,Wytopitlock - Maine,0,76
19657675236,369,Money Order,273242.92,UR12761337310,0,0,UR27053334787,412134.07,685376.99,01-06-2019 09:48,Elton - Louisiana,Chester - Pennsylvania,0,17
14632440457,378,Card,16435.29,UR19537086166,9460,0,UR40893993565,0,0,01-06-2019 18:52,Kenvir - Kentucky,NA,0,59
43555732293,227,Card,19706.19,UR16002536269,0,0,UR29878803340,0,0,26-05-2019 11:45,New Preston Marble Dale - Connecticut,Vinalhaven - Maine,0,52
56988218507,34,Money Order,11411.77,UR27307397849,0,0,UR15984735552,1708297.46,1922102.45,18-05-2019 10:50,Lake Grove - New York,Alexander City - Alabama,0,63
35195356706,16,Cash Withdrawal,249695.83,UR14816183285,0,0,UR40060413102,295885.08,545580.91,17-05-2019 16:39,Sacramento - California,Dumas - Arkansas,0,98
61250462264,666,Money Order,113336.41,UR35013275201,113336.41,0,UR29235320087,0,0,13-06-2019 18:39,Danville - Pennsylvania,Lumberton - Mississippi,1,4
61849851966,402,Cash Withdrawal,108312.96,UR34716218811,57392,0,UR35917549398,782456.96,890769.93,02-06-2019 18:26,NA,Langley - Oklahoma,0,82
1086952436,187,Cash Withdrawal,78715.99,UR29608393600,0,0,UR33803492529,NA,2154386.95,24-05-2019 19:57,Elgin - South Carolina,Schenevus - New York,0,100
69037286209,234,Card,35128.11,UR21811087748,0,0,UR32685322788,0,0,26-05-2019 18:16,Liberty - Indiana,Leslie - Missouri,0,29
14052839130,207,Card,11755.16,UR35407696108,48665,36909.84,UR24097057370,0,0,25-05-2019 15:18,Bennington - Vermont,Christiansburg - Virginia,0,7
47678963564,161,Card,9340.27,UR29102459370,13475,4134.73,UR37549076162,0,0,23-05-2019 17:44,Cape Canaveral - Florida,Declo - Idaho,0,100
40874723614,359,Cash Deposit,272161.33,UR16547076295,10450258.04,10722419.37,UR40592372445,733485.97,461324.64,31-05-2019 23:30,Blue Jay - California,Rapid River - Michigan,0,76
61501176810,38,Cash Deposit,216525.87,UR22405522012,11212944.99,11429470.86,UR17245091289,887413.67,670887.8,18-05-2019 14:00,Burghill - Ohio,Forks Of Salmon - California,0,62
34894194597,37,Cash Withdrawal,54269.65,UR35650159789,0,0,UR31731655692,1229957.55,1284227.2,18-05-2019 13:15,Mount Kisco - New York,Berkeley Springs - West Virginia,0,81
1710268200,164,Money Order,442568.38,UR27613552085,57586,0,UR30920891161,0,442568.38,23-05-2019 20:17,San German - Puerto Rico,NA,0,30
21853409898,312,Cash Deposit,261466.36,UR39613992063,7228052.54,7489518.9,UR24573470775,11527515.45,11266049.08,30-05-2019 00:45,Le Mars - Iowa,Saint Boniface - Pennsylvania,0,50
26506990704,210,Card,3250.7,UR32864678325,0,0,UR35838976389,0,0,25-05-2019 18:26,Rainelle - West Virginia,Free Union - Virginia,0,80
32916200591,162,Cash Deposit,312892.79,UR14017437200,42424,355316.79,UR22332591313,623.44,0,23-05-2019 18:05,Sewickley - Pennsylvania,Forest Falls - California,0,43
7795945427,332,Cash Withdrawal,250644.48,UR33661306717,224263,0,UR29227303839,7955.3,257361.99,30-05-2019 20:55,Woodville - West Virginia,Bayview - Idaho,0,21
17494512486,492,Cash Withdrawal,162192.78,UR32901843258,162192.78,0,UR22081332236,0,162192.78,06-06-2019 12:44,Danville - Pennsylvania,Lumberton - Mississippi,1,15
56680298196,324,Cash Withdrawal,410201.68,UR23801233124,15707,0,UR20975344561,90942.98,501144.67,30-05-2019 12:40,Cornish - Utah,NA,0,21
6802866244,10,Card,5047.1,UR40099850383,0,0,UR30177832672,0,0,17-05-2019 10:19,Rockville - Maryland,Chancellor - Alabama,0,17
53224582029,184,Cash Deposit,206448.74,UR22739338087,31404,237852.74,UR31707648590,432130.88,225682.15,24-05-2019 16:05,Shiprock - New Mexico,South Dennis - Massachusetts,0,65
32663782127,157,Card,1665.32,UR39291011638,28861,27195.68,UR29916122920,0,0,23-05-2019 13:10,South Portland - Maine,Hamden - Connecticut,0,82
44737019049,7,Cash Withdrawal,441445.58,UR31858841422,441445.58,0,UR20109076285,98993.5,0,17-05-2019 07:07,Danville - Pennsylvania,Lumberton - Mississippi,1,40
60391390368,216,Money Order,37403.97,UR19107843655,0,0,UR40856235506,137492.86,174896.83,26-05-2019 00:13,Nova - Ohio,Bonnyman - Kentucky,0,16
44077865866,375,Money Order,1466524.23,UR39902422327,0,0,UR19941960484,2519161.39,3985685.62,01-06-2019 15:07,Catasauqua - Pennsylvania,NA,0,17
53587287848,355,Cash Withdrawal,185428.47,UR33651018749,2170,0,UR32483555397,0,354385.38,31-05-2019 19:41,Anselmo - Nebraska,Pompano Beach - Florida,0,30
23857833117,46,Cash Deposit,132626.88,UR23322988277,10599512.4,10732139.28,UR15860240299,1255117.49,1122490.61,18-05-2019 22:59,Ponce - Puerto Rico,Armuchee - Georgia,0,26
68319708203,302,Cash Deposit,90186.24,UR36712220640,14196,104382.24,UR16314397009,1217334.1,1127147.86,29-05-2019 14:51,Grammer - Indiana,Fairdale - Kentucky,0,21
14044934806,370,Card,12306.62,UR32276249608,396,0,UR29224875573,0,0,01-06-2019 10:56,Dale - Wisconsin,Morris - Pennsylvania,0,55
5169392087,228,Cash Deposit,244757.63,UR26594028455,10417,255174.63,UR38348432217,230531.32,0,26-05-2019 12:29,Bosler - Wyoming,Cedar - Minnesota,0,61
18475099563,43,Card,10394.13,UR15679554307,15924,5529.87,UR27211449545,0,0,18-05-2019 19:32,Ashland - Wisconsin,Danville - Pennsylvania,0,97
26647820218,281,Cash Withdrawal,29838.93,UR19459748622,67345,37506.07,UR16351528841,305216.62,335055.55,28-05-2019 17:50,Hammond - Louisiana,North Springfield - Vermont,0,71
27850623698,155,Cash Withdrawal,315439.42,UR24933412817,0,0,UR12050243677,1496458.43,1811897.85,23-05-2019 11:40,Eloy - Arizona,Auriesville - New York,0,54
12950763995,297,Cash Withdrawal,37869.44,UR21435930885,307811,269941.56,UR21973875806,0,37869.44,29-05-2019 09:56,Athens - Texas,Davenport - California,0,71
52008596219,324,Cash Withdrawal,284541.96,UR30143817555,0,0,UR36453937987,4130747.07,4415289.03,30-05-2019 12:47,Mohawk - West Virginia,Saint Paul - Minnesota,0,8
47402949880,304,Cash Withdrawal,229981.76,UR24002018762,0,0,UR38697040783,428116.31,658098.07,29-05-2019 16:57,Rockport - Kentucky,Ravenna - Ohio,0,72
22442874217,157,Cash Deposit,75575.69,UR33944196278,2444412.85,2519988.54,UR33069372921,1825876.46,1750300.77,23-05-2019 13:29,Orient - Ohio,Caguas - Puerto Rico,0,61
53242410603,17,Cash Deposit,82947.97,UR27027412110,611263.69,694211.66,UR32312642138,121887.51,38939.54,17-05-2019 17:02,Blakeslee - Pennsylvania,Austin - Texas,0,47
32181784781,38,Card,16024.94,UR21618038080,12828.49,0,UR29064599361,NA,0,18-05-2019 14:33,Abbeville - Georgia,Newport - Ohio,0,97
44640197034,231,Cash Withdrawal,231523.92,UR12066910000,15385,0,UR35287988828,0,231523.92,26-05-2019 15:57,Shenandoah - Iowa,Orem - Utah,0,46
60970045503,349,Card,4148.88,UR23678859706,0,0,UR37322888413,0,0,31-05-2019 13:53,Richlandtown - Pennsylvania,Wharton - Texas,0,65
48336553256,238,Cash Withdrawal,134313.22,UR12672511273,134313.22,0,UR21883321986,0,134313.22,26-05-2019 22:24,Danville - Pennsylvania,Lumberton - Mississippi,1,84
49925742507,305,Card,3454.26,UR36595258094,0,0,UR24376734981,0,0,29-05-2019 17:31,Benton - Pennsylvania,Bates - Oregon,0,31
60284033751,36,Card,44949.71,UR33664041318,133666.94,88717.24,UR19723966144,0,0,18-05-2019 12:30,Fort Worth - Texas,Albany - New York,0,35
54151491743,397,Cash Withdrawal,142266.58,UR30692058029,0,0,UR38823661319,1087857.02,1230123.61,02-06-2019 13:14,Carol Stream - Illinois,Maplesville - Alabama,0,23
52359802086,19,Cash Withdrawal,94942.53,UR32020100909,0,0,UR28143934245,1548403.41,1900029.91,17-05-2019 19:01,Gulfport - Mississippi,Indian Valley - Idaho,0,88
63860073094,258,Cash Deposit,176307.95,UR19568449152,965373.23,1141681.18,UR22566512660,1368072.28,1191764.33,27-05-2019 18:37,Unityville - Pennsylvania,Elizabeth - Colorado,0,53
56033020831,260,Card,1647.63,UR40785966901,39605,37957.37,UR24450879146,0,0,27-05-2019 20:01,Linden - New Jersey,Airville - Pennsylvania,0,33
45299673714,139,Card,13150.13,UR23735623346,13882.54,732.42,UR13633108002,0,0,22-05-2019 19:31,Ladson - South Carolina,Blooming Prairie - Minnesota,0,80
62097015057,304,Cash Withdrawal,27908.59,UR32590576273,374,0,UR22220468950,707783.84,735692.44,29-05-2019 16:11,East Aurora - New York,Mahaffey - Pennsylvania,0,67
14501491802,180,Cash Withdrawal,370792.08,UR13105037993,615722,244929.92,UR28653821464,341957.28,712749.36,24-05-2019 12:06,Norton - Massachusetts,Battlement Mesa - Colorado,0,17
12698080026,207,Cash Deposit,23435.93,UR38550298545,457,23892.93,UR31492584342,48618.23,25182.3,25-05-2019 15:18,Moca - Puerto Rico,East Olympia - Washington,0,41
12047199980,48,Card,15794.76,UR21636964681,0,0,UR17574774596,0,0,19-05-2019 00:41,Big Cove Tannery - Pennsylvania,Amherst - Ohio,0,66
5900001361,10,Card,10533.93,UR31280434959,0,0,UR19589639858,0,0,17-05-2019 10:04,San Pablo - California,NA,0,43
68523019616,225,Cash Deposit,283845.59,UR37633717567,1738415.39,2022260.98,UR26024527122,850787.11,566941.51,26-05-2019 09:43,Ceiba - Puerto Rico,Kansas - Oklahoma,0,3
30121465980,15,Cash Withdrawal,93466.92,UR15518068157,674548.48,581081.57,UR30110955773,111048.95,37362.46,17-05-2019 15:49,Beltsville - Maryland,Newton - Massachusetts,0,85
14445830225,701,Money Order,91882.6,UR28880764767,91882.6,0,UR40390506841,NA,0,15-06-2019 05:43,Danville - Pennsylvania,Lumberton - Mississippi,1,46
55873548914,33,Money Order,151210.09,UR19768854373,31046,0,UR40477922848,0,151210.09,18-05-2019 09:45,Wilbur - Washington,Lakewood - Pennsylvania,0,25
41007551563,229,Money Order,1091215.26,UR24163123741,0,0,UR33026274786,2387929.25,3479144.51,26-05-2019 13:53,West Liberty - Kentucky,Cadiz - Kentucky,0,94
70513391384,303,Card,11998.6,UR34871681354,286493.99,274495.39,UR30834939774,0,0,29-05-2019 15:50,Steuben - Maine,New London - Texas,0,28
67395869502,232,Card,16928.64,UR18206367936,0,0,UR20992494971,0,0,26-05-2019 16:23,Willcox - Arizona,New Albany - Mississippi,0,15
28399527813,157,Cash Withdrawal,125613.89,UR41130588108,15075,0,UR14228838976,66320.68,191934.57,23-05-2019 13:49,Novinger - Missouri,Louisville - Kentucky,0,48
22658373474,45,Card,826.68,UR26775921439,20079,19252.32,UR40992738574,NA,0,18-05-2019 21:52,Cook - Minnesota,Lumberton - Mississippi,0,98
44279416056,201,Money Order,689156.51,UR35472604739,2759,0,UR18035939795,1401067.6,2090224.11,25-05-2019 09:49,Somes Bar - California,Swea City - Iowa,0,46
57527275857,490,Cash Withdrawal,68262.22,UR38737439412,382803,314540.78,UR19282748357,NA,914116.61,06-06-2019 10:49,NA,Wamsutter - Wyoming,0,75
46010861122,438,Cash Withdrawal,1648547.69,UR28357357527,1648547.69,0,UR19116250081,52864.15,1701411.84,04-06-2019 06:01,Danville - Pennsylvania,Lumberton - Mississippi,1,51
46737963280,249,Cash Deposit,48221.07,UR31883448346,1815611.9,1863832.97,UR29216936712,7907463.82,7859242.75,27-05-2019 09:36,Stockport - Ohio,University Place - Washington,0,4
62582854990,161,Cash Deposit,286667.46,UR37015675108,25691813.52,25978480.97,UR17189073042,336279.74,49612.28,23-05-2019 17:03,NA,Cabo Rojo - Puerto Rico,0,69
70006511370,232,Cash Deposit,450572.75,UR19934971343,503049,953621.75,UR30951987240,422671.78,0,26-05-2019 16:13,Germfask - Michigan,Seattle - Washington,0,77
62844152749,301,Card,7838.37,UR18824395753,343,0,UR42928261659,0,0,29-05-2019 13:07,Ottumwa - Iowa,Campton - Kentucky,0,4
61015835830,118,Money Order,50845.13,UR12889997710,50845.13,0,UR32672881075,0,0,21-05-2019 22:35,Danville - Pennsylvania,Lumberton - Mississippi,1,53
26801988700,312,Card,1608.86,UR23128099950,144654,143045.14,UR24656407803,0,0,30-05-2019 00:58,Sonyea - New York,Crandall - Indiana,0,71
48171458760,469,Cash Withdrawal,297358.57,UR23587725629,100493,0,UR12895661958,2614.68,299973.26,05-06-2019 13:57,Ellenville - New York,Aspermont - Texas,0,20
23191716524,358,Card,41678.55,UR26061776352,0,0,UR18099709202,0,0,31-05-2019 22:16,Kim - Colorado,Ashley - Indiana,0,27
57808136100,332,Cash Deposit,3296.96,UR20805822311,28802,32098.96,UR19510766897,NA,200440.22,30-05-2019 20:24,Dunsmuir - California,Cornland - Illinois,0,3
6806643698,253,Cash Withdrawal,152278.62,UR16469760779,0,0,UR18890806847,223028.41,375307.03,27-05-2019 13:13,Auburn - Iowa,Mount Pleasant - Iowa,0,99
17521902648,16,Cash Withdrawal,141412.74,UR30973930150,734630.28,593217.54,UR28436389435,NA,845426.94,17-05-2019 16:24,Louisville - Illinois,Paoli - Indiana,0,5
68179622935,306,Card,8756.5,UR34099515950,31576,22819.5,UR26877252794,0,0,29-05-2019 18:37,Wantagh - New York,Taylor - Mississippi,0,99
14721123745,202,Card,19562.41,UR26326349052,9285.21,0,UR38769781790,0,0,25-05-2019 10:56,Steilacoom - Washington,Troy - Michigan,0,21
17786469821,17,Card,27656.15,UR25247611761,20899,0,UR20309775631,0,0,17-05-2019 17:47,Twentynine Palms - California,Bay Village - Ohio,0,28
9359847292,209,Cash Withdrawal,104605.58,UR15374890478,0,0,UR17588902415,135819.91,240425.5,25-05-2019 17:17,NA,Karluk - Alaska,0,26
28658879441,183,Card,16542.07,UR40606078054,40789,24246.93,UR33169745169,0,0,24-05-2019 15:33,Sweet Valley - Pennsylvania,Gonvick - Minnesota,0,96
23981417180,45,Cash Withdrawal,7335355.57,UR31989146042,7335355.57,0,UR28580393315,702100.11,8037455.68,18-05-2019 21:33,Danville - Pennsylvania,Lumberton - Mississippi,1,43
3395410892,494,Cash Withdrawal,103909.1,UR35739770128,103909.1,0,UR27238239727,0,103909.1,06-06-2019 14:46,Danville - Pennsylvania,Lumberton - Mississippi,1,56
48013985261,399,Card,3165.3,UR36445389903,121090,117924.7,UR35818421839,0,0,02-06-2019 15:38,Streeter - North Dakota,Sutherland - Iowa,0,14
68562718415,44,Money Order,473713.18,UR16956526550,114974,0,UR39231043887,868230.67,1341943.86,18-05-2019 20:37,Winthrop - Massachusetts,Summer Shade - Kentucky,0,39
31309065942,401,Cash Withdrawal,35657.9,UR38771087110,29717,0,UR29673404665,712499.59,748157.48,02-06-2019 17:39,Grand River - Iowa,Wells - Vermont,0,59
